time,wx (rad/s),wy (rad/s),wz (rad/s)
13.752,-0.05,0.14,0.65
13.755,0,0.05,0.62
13.759,0.04,-0.02,0.6
13.763,0.08,-0.09,0.56
13.769,0.11,-0.13,0.52
13.771,0.16,-0.14,0.48
13.776,0.18,-0.11,0.45
13.78,0.2,-0.06,0.42
13.787,0.21,-0.01,0.39
13.789,0.23,0.03,0.36
13.791,0.27,0.1,0.31
13.796,0.3,0.13,0.27
13.807,0.33,0.15,0.25
13.808,0.37,0.15,0.22
13.808,0.42,0.12,0.2
13.814,0.45,0.08,0.16
13.817,0.45,0.05,0.12
13.836,0.43,0.04,0.1
13.837,0.41,0.03,0.07
13.838,0.38,0.04,0.04
13.838,0.36,0.07,0.02
13.838,0.32,0.1,0
13.839,0.27,0.13,-0.01
13.843,0.23,0.14,-0.03
13.848,0.17,0.13,-0.04
13.852,0.14,0.1,-0.05
13.856,0.11,0.05,-0.05
13.859,0.08,-0.02,-0.05
13.863,0.06,-0.09,-0.05
13.868,0.02,-0.16,-0.06
13.871,-0.02,-0.18,-0.07
13.875,-0.05,-0.18,-0.07
13.879,-0.06,-0.15,-0.08
13.885,-0.07,-0.09,-0.07
13.887,-0.08,-0.04,-0.07
13.892,-0.09,0.01,-0.08
13.895,-0.11,0.05,-0.09
13.899,-0.14,0.08,-0.12
13.903,-0.17,0.09,-0.18
13.907,-0.18,0.08,-0.22
13.911,-0.2,0.05,-0.25
13.915,-0.22,0.01,-0.27
13.922,-0.24,-0.05,-0.27
13.923,-0.26,-0.1,-0.27
13.928,-0.28,-0.15,-0.27
13.931,-0.28,-0.19,-0.26
13.944,-0.28,-0.22,-0.28
13.945,-0.29,-0.21,-0.3
13.945,-0.31,-0.17,-0.32
13.948,-0.34,-0.13,-0.34
13.953,-0.37,-0.08,-0.35
13.955,-0.39,-0.06,-0.34
13.959,-0.41,-0.05,-0.32
13.963,-0.42,-0.07,-0.3
13.969,-0.42,-0.09,-0.29
13.971,-0.43,-0.12,-0.29
13.975,-0.44,-0.15,-0.3
13.979,-0.46,-0.16,-0.31
13.984,-0.48,-0.15,-0.31
13.987,-0.51,-0.14,-0.3
13.991,-0.53,-0.13,-0.3
13.995,-0.54,-0.12,-0.3
13.999,-0.55,-0.12,-0.32
14.003,-0.54,-0.13,-0.36
14.007,-0.55,-0.13,-0.41
14.011,-0.56,-0.14,-0.45
14.018,-0.57,-0.17,-0.5
14.021,-0.58,-0.21,-0.53
14.023,-0.58,-0.25,-0.54
14.027,-0.58,-0.3,-0.55
14.031,-0.59,-0.37,-0.56
14.038,-0.58,-0.42,-0.58
14.039,-0.57,-0.45,-0.59
14.043,-0.55,-0.46,-0.61
14.047,-0.55,-0.44,-0.61
14.052,-0.56,-0.37,-0.6
14.056,-0.57,-0.3,-0.57
14.059,-0.58,-0.24,-0.55
14.063,-0.59,-0.19,-0.52
14.073,-0.58,-0.16,-0.51
14.075,-0.55,-0.14,-0.49
14.075,-0.54,-0.13,-0.47
14.08,-0.54,-0.11,-0.46
14.1,-0.56,-0.09,-0.44
14.102,-0.58,-0.08,-0.44
14.102,-0.59,-0.09,-0.45
14.102,-0.59,-0.11,-0.47
14.103,-0.59,-0.17,-0.51
14.103,-0.58,-0.24,-0.56
14.107,-0.56,-0.34,-0.61
14.111,-0.54,-0.43,-0.63
14.115,-0.53,-0.5,-0.65
14.12,-0.51,-0.56,-0.66
14.123,-0.5,-0.57,-0.66
14.127,-0.5,-0.54,-0.66
14.131,-0.5,-0.5,-0.67
14.136,-0.49,-0.45,-0.69
14.14,-0.48,-0.4,-0.72
14.143,-0.47,-0.31,-0.76
14.147,-0.47,-0.23,-0.78
14.152,-0.46,-0.15,-0.78
14.155,-0.46,-0.07,-0.78
14.159,-0.45,0,-0.79
14.163,-0.45,0.06,-0.8
14.168,-0.44,0.08,-0.8
14.171,-0.44,0.06,-0.81
14.176,-0.42,0.01,-0.84
14.179,-0.4,-0.04,-0.87
14.185,-0.39,-0.08,-0.9
14.187,-0.39,-0.1,-0.92
14.191,-0.39,-0.11,-0.96
14.195,-0.39,-0.11,-1
14.199,-0.39,-0.13,-1.08
14.204,-0.38,-0.16,-1.15
14.207,-0.37,-0.21,-1.21
14.211,-0.36,-0.25,-1.25
14.215,-0.37,-0.28,-1.29
14.224,-0.39,-0.3,-1.33
14.225,-0.41,-0.31,-1.36
14.227,-0.42,-0.31,-1.39
14.232,-0.43,-0.3,-1.43
14.253,-0.45,-0.27,-1.47
14.255,-0.45,-0.23,-1.5
14.255,-0.47,-0.19,-1.53
14.255,-0.5,-0.13,-1.57
14.256,-0.54,-0.08,-1.61
14.257,-0.6,-0.04,-1.66
14.259,-0.65,-0.06,-1.7
14.263,-0.68,-0.12,-1.76
14.269,-0.7,-0.23,-1.82
14.271,-0.72,-0.36,-1.9
14.275,-0.74,-0.54,-2
14.28,-0.77,-0.65,-2.06
14.286,-0.8,-0.72,-2.11
14.288,-0.84,-0.77,-2.17
14.291,-0.87,-0.83,-2.26
14.295,-0.89,-0.87,-2.34
14.299,-0.9,-0.93,-2.43
14.304,-0.91,-0.99,-2.5
14.308,-0.92,-1.03,-2.57
14.311,-0.94,-1.06,-2.64
14.315,-0.94,-1.06,-2.68
14.32,-0.93,-1.05,-2.72
14.324,-0.9,-1.05,-2.76
14.327,-0.82,-1.06,-2.81
14.331,-0.76,-1.06,-2.84
14.341,-0.7,-1.03,-2.85
14.342,-0.63,-0.93,-2.84
14.343,-0.55,-0.78,-2.84
14.347,-0.44,-0.5,-2.84
14.372,-0.36,-0.29,-2.81
14.373,-0.3,-0.11,-2.76
14.374,-0.23,0.03,-2.69
14.374,-0.17,0.1,-2.6
14.374,-0.09,0.11,-2.49
14.374,-0.03,0.07,-2.42
14.375,0.03,0.02,-2.37
14.38,0.08,-0.03,-2.32
14.386,0.13,-0.06,-2.24
14.388,0.16,-0.08,-2.16
14.391,0.18,-0.08,-2.05
14.396,0.2,-0.08,-1.92
14.399,0.2,-0.09,-1.76
14.403,0.2,-0.1,-1.51
14.407,0.21,-0.12,-1.3
14.415,0.21,-0.14,-1.08
14.416,0.21,-0.12,-0.75
14.42,0.21,-0.09,-0.57
14.424,0.19,0.01,-0.2
14.427,0.17,0.12,0.09
14.431,0.15,0.27,0.36
14.435,0.14,0.43,0.64
14.44,0.11,0.62,1
14.443,0.08,0.71,1.26
14.447,0.06,0.76,1.5
14.452,0.06,0.76,1.71
14.456,0.08,0.72,1.89
14.459,0.13,0.6,2.09
14.463,0.2,0.49,2.21
14.469,0.27,0.39,2.31
14.472,0.34,0.31,2.39
14.475,0.42,0.27,2.45
14.479,0.52,0.26,2.52
14.485,0.61,0.28,2.55
14.488,0.69,0.31,2.57
14.492,0.78,0.34,2.58
14.495,0.87,0.38,2.62
14.499,0.93,0.4,2.66
14.508,0.97,0.42,2.71
14.509,1,0.44,2.76
14.512,1.02,0.45,2.81
14.515,1.02,0.47,2.85
14.537,1.01,0.48,2.86
14.539,1,0.5,2.86
14.539,0.98,0.53,2.85
14.54,0.95,0.59,2.82
14.54,0.91,0.66,2.79
14.54,0.87,0.75,2.75
14.543,0.84,0.86,2.69
14.547,0.83,0.97,2.61
14.553,0.86,1.11,2.48
14.556,0.91,1.19,2.38
14.56,0.96,1.26,2.3
14.563,0.99,1.29,2.22
14.569,1,1.29,2.16
14.572,1.01,1.25,2.07
14.576,1.03,1.18,1.99
14.579,1.05,1.07,1.89
14.585,1.08,0.93,1.77
14.587,1.12,0.72,1.59
14.593,1.14,0.55,1.47
14.595,1.13,0.41,1.38
14.599,1.11,0.31,1.34
14.604,1.07,0.25,1.33
14.607,1.01,0.23,1.35
14.611,0.94,0.27,1.38
14.615,0.87,0.33,1.4
14.625,0.8,0.41,1.41
14.626,0.73,0.49,1.41
14.627,0.65,0.59,1.41
14.632,0.58,0.64,1.41
14.654,0.52,0.66,1.42
14.656,0.45,0.67,1.45
14.656,0.37,0.69,1.51
14.656,0.33,0.68,1.56
14.657,0.31,0.66,1.59
14.657,0.29,0.62,1.6
14.659,0.27,0.6,1.59
14.663,0.22,0.6,1.57
14.669,0.18,0.62,1.55
14.672,0.15,0.65,1.52
14.677,0.14,0.65,1.48
14.679,0.15,0.62,1.42
14.683,0.19,0.56,1.32
14.688,0.21,0.51,1.25
14.691,0.22,0.46,1.19
14.695,0.23,0.42,1.15
14.699,0.27,0.36,1.1
14.703,0.32,0.29,1.05
14.707,0.37,0.23,1
14.711,0.42,0.19,0.93
14.719,0.45,0.22,0.86
14.721,0.45,0.32,0.84
14.723,0.42,0.45,0.83
14.727,0.39,0.6,0.83
14.731,0.37,0.71,0.81
14.736,0.36,0.82,0.76
14.739,0.38,0.88,0.7
14.743,0.4,0.89,0.6
14.747,0.38,0.83,0.5
14.752,0.33,0.72,0.42
14.755,0.27,0.55,0.39
14.76,0.25,0.4,0.41
14.763,0.22,0.21,0.45
14.769,0.16,0.01,0.47
14.771,0.11,-0.2,0.47
14.775,0.05,-0.42,0.43
14.779,0.03,-0.56,0.37
14.783,0.01,-0.65,0.32
14.791,-0.02,-0.7,0.29
14.792,-0.08,-0.72,0.29
14.797,-0.1,-0.71,0.32
14.799,-0.09,-0.7,0.35
14.817,-0.08,-0.68,0.38
14.818,-0.07,-0.65,0.4
14.819,-0.07,-0.54,0.42
14.819,-0.09,-0.42,0.44
14.819,-0.12,-0.27,0.48
14.824,-0.13,-0.13,0.53
14.827,-0.12,0,0.57
14.831,-0.08,0.18,0.59
14.836,-0.04,0.31,0.59
14.84,-0.02,0.43,0.56
14.844,-0.01,0.52,0.53
14.847,0,0.57,0.49
14.852,0.02,0.55,0.46
14.855,0.05,0.48,0.43
14.859,0.09,0.38,0.4
14.863,0.12,0.27,0.37
14.869,0.15,0.14,0.33
14.872,0.18,0.07,0.29
14.875,0.22,0.04,0.24
14.879,0.26,0.05,0.18
14.883,0.28,0.08,0.11
14.888,0.31,0.16,0.02
14.891,0.32,0.21,-0.04
14.895,0.33,0.24,-0.08
14.907,0.33,0.24,-0.11
14.908,0.33,0.19,-0.13
14.909,0.32,0.13,-0.15
14.911,0.3,0.06,-0.18
14.915,0.29,0,-0.2
14.934,0.27,-0.06,-0.22
14.936,0.23,-0.11,-0.24
14.936,0.19,-0.12,-0.24
14.936,0.16,-0.11,-0.22
14.937,0.14,-0.08,-0.19
14.939,0.1,-0.02,-0.16
14.943,0.07,0.02,-0.16
14.947,0.03,0.08,-0.18
14.952,-0.02,0.13,-0.21
14.955,-0.07,0.18,-0.24
14.959,-0.15,0.22,-0.27
14.963,-0.2,0.21,-0.27
14.969,-0.24,0.16,-0.26
14.971,-0.26,0.09,-0.24
14.975,-0.29,-0.05,-0.2
14.979,-0.31,-0.14,-0.18
14.983,-0.33,-0.21,-0.18
14.987,-0.36,-0.25,-0.19
14.992,-0.4,-0.26,-0.22
14.995,-0.43,-0.24,-0.25
14.999,-0.46,-0.22,-0.27
15.003,-0.47,-0.19,-0.27
15.007,-0.49,-0.15,-0.27
15.011,-0.5,-0.13,-0.28
15.015,-0.53,-0.12,-0.3
15.019,-0.56,-0.14,-0.3
15.023,-0.59,-0.17,-0.31
15.027,-0.62,-0.22,-0.31
15.031,-0.65,-0.29,-0.31
15.041,-0.66,-0.39,-0.32
15.042,-0.66,-0.46,-0.33
15.043,-0.65,-0.51,-0.35
15.048,-0.65,-0.52,-0.36
15.07,-0.67,-0.48,-0.36
15.072,-0.69,-0.41,-0.36
15.072,-0.71,-0.34,-0.37
15.072,-0.71,-0.27,-0.38
15.073,-0.7,-0.19,-0.4
15.073,-0.68,-0.15,-0.43
15.075,-0.68,-0.13,-0.46
15.079,-0.69,-0.11,-0.48
15.083,-0.7,-0.12,-0.5
15.09,-0.72,-0.16,-0.5
15.091,-0.73,-0.2,-0.5
15.096,-0.72,-0.26,-0.52
15.099,-0.71,-0.32,-0.53
15.103,-0.71,-0.36,-0.56
15.107,-0.69,-0.39,-0.59
15.112,-0.68,-0.41,-0.62
15.115,-0.67,-0.4,-0.65
15.12,-0.67,-0.38,-0.66
15.123,-0.66,-0.35,-0.67
15.127,-0.65,-0.33,-0.69
15.131,-0.64,-0.32,-0.71
15.136,-0.64,-0.3,-0.73
15.139,-0.64,-0.29,-0.76
15.143,-0.64,-0.28,-0.8
15.147,-0.64,-0.28,-0.82
15.153,-0.63,-0.28,-0.85
15.155,-0.61,-0.3,-0.86
15.16,-0.58,-0.3,-0.87
15.163,-0.57,-0.29,-0.88
15.169,-0.56,-0.27,-0.88
15.171,-0.55,-0.23,-0.89
15.175,-0.54,-0.19,-0.92
15.179,-0.53,-0.16,-0.95
15.183,-0.52,-0.14,-0.99
15.187,-0.51,-0.14,-1.02
15.191,-0.5,-0.16,-1.05
15.195,-0.5,-0.18,-1.08
15.199,-0.52,-0.23,-1.13
15.207,-0.54,-0.28,-1.19
15.209,-0.56,-0.34,-1.25
15.211,-0.56,-0.4,-1.3
15.216,-0.57,-0.47,-1.36
15.235,-0.57,-0.49,-1.39
15.236,-0.58,-0.49,-1.42
15.236,-0.59,-0.45,-1.46
15.236,-0.59,-0.39,-1.5
15.237,-0.6,-0.32,-1.54
15.239,-0.6,-0.23,-1.6
15.243,-0.59,-0.18,-1.63
15.247,-0.58,-0.16,-1.67
15.252,-0.57,-0.16,-1.71
15.255,-0.57,-0.18,-1.78
15.259,-0.57,-0.22,-1.83
15.263,-0.59,-0.27,-1.9
15.269,-0.61,-0.33,-1.96
15.272,-0.63,-0.41,-2.03
15.275,-0.65,-0.54,-2.12
15.279,-0.67,-0.63,-2.18
15.283,-0.69,-0.74,-2.25
15.289,-0.72,-0.84,-2.34
15.291,-0.76,-0.95,-2.45
15.295,-0.79,-1.03,-2.54
15.299,-0.84,-1.08,-2.62
15.305,-0.87,-1.12,-2.69
15.307,-0.9,-1.14,-2.76
15.311,-0.93,-1.16,-2.86
15.315,-0.96,-1.17,-2.93
15.319,-0.97,-1.17,-3
15.323,-0.97,-1.16,-3.06
15.327,-0.96,-1.12,-3.12
15.331,-0.91,-1.04,-3.18
15.341,-0.87,-0.94,-3.22
15.342,-0.83,-0.81,-3.25
15.347,-0.79,-0.65,-3.26
15.348,-0.73,-0.39,-3.25
15.368,-0.69,-0.2,-3.22
15.369,-0.64,-0.04,-3.18
15.37,-0.59,0.07,-3.14
15.37,-0.52,0.11,-3.1
15.37,-0.43,0.1,-3.06
15.371,-0.36,0.06,-3.03
15.376,-0.31,-0.01,-2.98
15.379,-0.29,-0.08,-2.91
15.383,-0.27,-0.16,-2.81
15.387,-0.25,-0.26,-2.67
15.391,-0.21,-0.33,-2.54
15.395,-0.16,-0.39,-2.4
15.399,-0.12,-0.45,-2.23
15.404,-0.13,-0.52,-1.9
15.407,-0.11,-0.54,-1.62
15.411,-0.03,-0.41,-1.32
15.419,0.07,-0.21,-0.8
15.423,0.12,-0.17,-0.38
15.424,0.2,-0.16,0
15.427,0.29,-0.15,0.38
15.432,0.33,-0.1,0.79
15.436,0.35,-0.01,1.22
15.439,0.35,0.11,1.64
15.443,0.33,0.34,2.12
15.447,0.33,0.56,2.39
15.453,0.34,0.77,2.59
15.456,0.35,1.01,2.77
15.459,0.37,1.12,2.86
15.463,0.41,1.16,2.91
15.469,0.47,1.13,2.92
15.471,0.54,1.02,2.9
15.475,0.62,0.86,2.85
15.479,0.74,0.61,2.76
15.483,0.81,0.42,2.68
15.491,0.88,0.25,2.61
15.492,0.95,0.1,2.55
15.496,1.02,-0.05,2.49
15.499,1.06,-0.11,2.46
15.518,1.09,-0.15,2.46
15.52,1.1,-0.16,2.46
15.521,1.1,-0.14,2.48
15.521,1.1,-0.08,2.49
15.521,1.1,0,2.49
15.523,1.11,0.09,2.47
15.527,1.13,0.22,2.44
15.531,1.13,0.35,2.41
15.537,1.13,0.54,2.37
15.539,1.12,0.68,2.36
15.543,1.1,0.8,2.35
15.547,1.08,0.9,2.35
15.553,1.07,0.98,2.33
15.556,1.06,0.99,2.31
15.559,1.07,0.97,2.28
15.563,1.09,0.9,2.24
15.569,1.1,0.81,2.18
15.572,1.11,0.69,2.1
15.576,1.11,0.6,2.04
15.579,1.1,0.54,1.99
15.583,1.09,0.51,1.95
15.587,1.07,0.51,1.91
15.591,1.06,0.56,1.88
15.595,1.05,0.61,1.85
15.6,1.03,0.69,1.84
15.603,1.02,0.78,1.82
15.616,0.99,0.91,1.76
15.617,0.97,0.98,1.69
15.617,0.94,1.04,1.63
15.619,0.88,1.07,1.58
15.623,0.82,1.08,1.55
15.627,0.75,1.05,1.52
15.631,0.73,0.98,1.49
15.661,0.73,0.89,1.44
15.662,0.72,0.8,1.39
15.663,0.7,0.72,1.34
15.663,0.66,0.64,1.31
15.663,0.64,0.61,1.3
15.664,0.61,0.59,1.31
15.664,0.59,0.57,1.31
15.664,0.56,0.54,1.3
15.672,0.53,0.53,1.29
15.674,0.48,0.53,1.27
15.675,0.41,0.55,1.25
15.679,0.33,0.59,1.24
15.683,0.2,0.63,1.23
15.688,0.11,0.65,1.22
15.691,0.03,0.65,1.19
15.695,-0.07,0.62,1.12
15.699,-0.15,0.58,1.05
15.703,-0.21,0.52,0.98
15.707,-0.25,0.41,0.92
15.711,-0.27,0.26,0.88
15.715,-0.27,0.06,0.84
15.719,-0.24,-0.24,0.79
15.723,-0.22,-0.46,0.76
15.727,-0.21,-0.63,0.74
15.731,-0.22,-0.74,0.73
15.736,-0.24,-0.79,0.74
15.739,-0.26,-0.77,0.78
15.743,-0.26,-0.71,0.83
15.747,-0.25,-0.61,0.88
15.757,-0.23,-0.47,0.92
15.758,-0.19,-0.23,0.94
15.759,-0.17,-0.02,0.93
15.764,-0.16,0.2,0.91
15.787,-0.13,0.51,0.88
15.788,-0.11,0.64,0.87
15.789,-0.04,0.85,0.82
15.789,0,0.94,0.78
15.789,0.05,0.97,0.74
15.79,0.08,0.95,0.68
15.791,0.12,0.86,0.6
15.795,0.17,0.67,0.5
15.799,0.2,0.5,0.44
15.803,0.22,0.33,0.39
15.808,0.24,0.16,0.35
15.811,0.24,-0.02,0.31
15.815,0.24,-0.12,0.28
15.82,0.24,-0.18,0.25
15.823,0.23,-0.22,0.22
15.828,0.23,-0.23,0.19
15.831,0.23,-0.24,0.17
15.836,0.24,-0.23,0.17
15.839,0.25,-0.22,0.19
15.843,0.27,-0.21,0.21
15.847,0.28,-0.18,0.23
15.853,0.28,-0.11,0.23
15.856,0.27,-0.04,0.23
15.859,0.26,0.04,0.21
15.863,0.26,0.1,0.2
15.869,0.28,0.16,0.2
15.872,0.29,0.19,0.2
15.875,0.3,0.2,0.21
15.882,0.31,0.22,0.21
15.883,0.31,0.24,0.2
15.889,0.32,0.29,0.17
15.892,0.34,0.32,0.13
15.895,0.38,0.34,0.08
15.899,0.41,0.36,0.04
15.909,0.43,0.39,0
15.911,0.42,0.4,-0.01
15.911,0.4,0.39,-0.04
15.916,0.38,0.35,-0.06
15.942,0.36,0.28,-0.09
15.944,0.34,0.13,-0.15
15.944,0.31,0,-0.19
15.944,0.28,-0.14,-0.21
15.945,0.26,-0.31,-0.23
15.945,0.25,-0.39,-0.23
15.945,0.22,-0.5,-0.25
15.947,0.18,-0.52,-0.26
15.955,0.13,-0.49,-0.27
15.956,0.09,-0.42,-0.29
15.959,0.03,-0.32,-0.3
15.963,0,-0.23,-0.3
15.969,-0.01,-0.16,-0.3
15.973,-0.01,-0.11,-0.3
15.975,-0.02,-0.07,-0.29
15.979,-0.05,-0.01,-0.27
15.983,-0.09,0.03,-0.24
15.987,-0.13,0.06,-0.22
15.992,-0.17,0.08,-0.19
15.995,-0.21,0.09,-0.17
15.999,-0.23,0.09,-0.15
16.004,-0.25,0.09,-0.15
16.008,-0.27,0.1,-0.15
16.011,-0.31,0.1,-0.16
16.015,-0.37,0.1,-0.17
16.025,-0.4,0.09,-0.18
16.026,-0.43,0.05,-0.18
16.03,-0.45,0.01,-0.19
16.031,-0.48,-0.05,-0.2
16.054,-0.52,-0.12,-0.23
16.056,-0.56,-0.17,-0.25
16.057,-0.59,-0.2,-0.27
16.057,-0.62,-0.22,-0.29
16.057,-0.64,-0.24,-0.31
16.057,-0.66,-0.25,-0.34
16.06,-0.68,-0.26,-0.37
16.063,-0.69,-0.26,-0.4
16.069,-0.7,-0.24,-0.43
16.071,-0.72,-0.23,-0.47
16.076,-0.73,-0.23,-0.49
16.079,-0.73,-0.25,-0.51
16.083,-0.74,-0.27,-0.52
16.088,-0.74,-0.29,-0.53
16.091,-0.74,-0.32,-0.52
16.096,-0.73,-0.34,-0.52
16.099,-0.72,-0.36,-0.53
16.104,-0.71,-0.37,-0.54
16.107,-0.7,-0.38,-0.55
16.111,-0.71,-0.37,-0.55
16.12,-0.72,-0.36,-0.55
16.123,-0.73,-0.35,-0.54
16.123,-0.73,-0.35,-0.55
16.127,-0.71,-0.35,-0.57
16.131,-0.69,-0.34,-0.6
16.136,-0.67,-0.33,-0.63
16.141,-0.65,-0.31,-0.66
16.143,-0.65,-0.29,-0.69
16.147,-0.65,-0.25,-0.71
16.153,-0.65,-0.24,-0.72
16.156,-0.63,-0.24,-0.74
16.159,-0.61,-0.26,-0.76
16.163,-0.56,-0.29,-0.8
16.17,-0.52,-0.3,-0.83
16.171,-0.49,-0.3,-0.85
16.176,-0.47,-0.28,-0.87
16.179,-0.45,-0.24,-0.88
16.192,-0.44,-0.18,-0.9
16.193,-0.44,-0.15,-0.93
16.193,-0.44,-0.13,-0.96
16.195,-0.43,-0.13,-0.99
16.2,-0.41,-0.13,-1.02
16.22,-0.39,-0.13,-1.05
16.222,-0.37,-0.12,-1.05
16.222,-0.36,-0.09,-1.06
16.222,-0.35,-0.04,-1.06
16.223,-0.36,0.04,-1.07
16.223,-0.36,0.09,-1.07
16.227,-0.35,0.12,-1.09
16.231,-0.34,0.13,-1.11
16.236,-0.32,0.11,-1.15
16.239,-0.31,0.08,-1.19
16.243,-0.3,0.06,-1.22
16.247,-0.3,0.04,-1.26
16.253,-0.3,0.03,-1.3
16.256,-0.29,0.01,-1.39
16.259,-0.28,-0.02,-1.47
16.263,-0.27,-0.06,-1.54
16.267,-0.28,-0.1,-1.61
16.271,-0.29,-0.16,-1.68
16.275,-0.31,-0.23,-1.76
16.279,-0.33,-0.28,-1.82
16.283,-0.36,-0.33,-1.87
16.288,-0.39,-0.37,-1.92
16.291,-0.42,-0.42,-1.98
16.295,-0.47,-0.49,-2.08
16.299,-0.5,-0.55,-2.15
16.308,-0.52,-0.61,-2.21
16.309,-0.55,-0.67,-2.27
16.316,-0.58,-0.71,-2.35
16.317,-0.6,-0.73,-2.42
16.335,-0.62,-0.75,-2.5
16.336,-0.64,-0.77,-2.58
16.337,-0.66,-0.78,-2.66
16.337,-0.71,-0.8,-2.75
16.337,-0.74,-0.85,-2.8
16.339,-0.75,-0.9,-2.85
16.343,-0.76,-0.96,-2.89
16.347,-0.77,-1.01,-2.93
16.353,-0.78,-1.06,-2.99
16.356,-0.78,-1.09,-3.03
16.36,-0.79,-1.12,-3.06
16.363,-0.8,-1.14,-3.06
16.367,-0.81,-1.16,-3.06
16.371,-0.83,-1.17,-3.04
16.375,-0.86,-1.16,-3.03
16.379,-0.9,-1.14,-3.01
16.383,-0.91,-1.09,-3
16.387,-0.92,-1.02,-3.02
16.391,-0.9,-0.96,-3.04
16.395,-0.89,-0.89,-3.04
16.399,-0.88,-0.8,-3
16.404,-0.87,-0.69,-2.94
16.407,-0.84,-0.51,-2.81
16.411,-0.82,-0.41,-2.71
16.415,-0.78,-0.35,-2.61
16.42,-0.72,-0.33,-2.5
16.423,-0.63,-0.34,-2.31
16.427,-0.55,-0.35,-2.14
16.437,-0.48,-0.34,-1.94
16.438,-0.43,-0.32,-1.71
16.439,-0.41,-0.29,-1.42
16.444,-0.37,-0.24,-1.01
16.447,-0.29,-0.18,-0.71
16.459,-0.19,-0.14,-0.39
16.46,-0.12,-0.14,-0.04
16.46,-0.07,-0.17,0.32
16.463,0.01,-0.19,0.82
16.489,0.1,-0.14,1.27
16.491,0.14,-0.07,1.46
16.492,0.18,0.08,1.68
16.492,0.19,0.35,1.93
16.492,0.23,0.55,2.05
16.492,0.3,0.68,2.1
16.493,0.39,0.73,2.09
16.496,0.46,0.67,2.06
16.499,0.52,0.57,2.05
16.504,0.57,0.44,2.03
16.507,0.63,0.29,2.01
16.511,0.69,0.14,1.99
16.515,0.76,-0.04,1.95
16.52,0.8,-0.15,1.94
16.523,0.84,-0.22,1.93
16.527,0.87,-0.26,1.94
16.531,0.9,-0.26,1.96
16.536,0.92,-0.22,1.99
16.539,0.93,-0.15,2.02
16.543,0.94,-0.07,2.05
16.547,0.94,0.02,2.08
16.553,0.95,0.11,2.12
16.556,0.96,0.2,2.15
16.559,0.98,0.24,2.17
16.563,1,0.27,2.18
16.57,1.02,0.3,2.19
16.571,1.04,0.34,2.19
16.576,1.05,0.38,2.21
16.579,1.05,0.42,2.23
16.583,1.04,0.44,2.25
16.587,1.05,0.44,2.28
16.591,1.07,0.41,2.3
16.595,1.08,0.36,2.31
16.599,1.1,0.3,2.31
16.609,1.12,0.26,2.32
16.61,1.13,0.24,2.33
16.611,1.13,0.25,2.35
16.616,1.13,0.28,2.36
16.639,1.11,0.33,2.37
16.641,1.09,0.4,2.35
16.641,1.07,0.51,2.31
16.641,1.05,0.6,2.28
16.642,1.02,0.68,2.25
16.642,1,0.74,2.23
16.643,0.98,0.8,2.21
16.648,0.96,0.84,2.17
16.653,0.93,0.86,2.13
16.656,0.91,0.87,2.08
16.66,0.89,0.87,2.03
16.663,0.88,0.85,1.97
16.667,0.87,0.82,1.86
16.671,0.87,0.78,1.77
16.675,0.88,0.73,1.69
16.679,0.88,0.7,1.62
16.683,0.87,0.65,1.57
16.688,0.87,0.63,1.54
16.691,0.87,0.63,1.5
16.695,0.87,0.65,1.44
16.699,0.85,0.68,1.37
16.703,0.82,0.75,1.29
16.708,0.78,0.8,1.27
16.711,0.74,0.84,1.28
16.715,0.69,0.85,1.32
16.72,0.61,0.84,1.38
16.723,0.55,0.81,1.41
16.727,0.49,0.78,1.41
16.731,0.45,0.74,1.39
16.744,0.41,0.68,1.31
16.746,0.38,0.63,1.23
16.746,0.36,0.58,1.16
16.747,0.33,0.54,1.09
16.776,0.3,0.5,1.05
16.777,0.27,0.45,1
16.778,0.23,0.36,0.95
16.778,0.19,0.3,0.92
16.778,0.18,0.25,0.9
16.778,0.18,0.21,0.89
16.779,0.17,0.2,0.92
16.78,0.14,0.22,0.96
16.783,0.11,0.26,1
16.788,0.07,0.31,1.02
16.791,0.03,0.36,1.02
16.795,-0.02,0.42,1
16.799,-0.01,0.44,0.98
16.803,0.03,0.42,0.96
16.808,0.08,0.37,0.93
16.812,0.13,0.3,0.9
16.82,0.15,0.2,0.85
16.823,0.14,0.15,0.8
16.823,0.14,0.14,0.78
16.827,0.14,0.14,0.76
16.831,0.17,0.13,0.73
16.837,0.2,0.12,0.7
16.839,0.22,0.11,0.67
16.843,0.25,0.12,0.64
16.847,0.27,0.15,0.62
16.853,0.3,0.21,0.62
16.856,0.33,0.24,0.62
16.859,0.37,0.26,0.61
16.863,0.41,0.28,0.59
16.867,0.43,0.3,0.55
16.872,0.44,0.36,0.48
16.875,0.44,0.42,0.43
16.879,0.43,0.48,0.37
16.883,0.44,0.52,0.32
16.892,0.45,0.54,0.26
16.894,0.46,0.51,0.22
16.896,0.47,0.46,0.18
16.899,0.48,0.4,0.13
16.921,0.48,0.33,0.1
16.923,0.47,0.27,0.06
16.924,0.46,0.24,0.04
16.924,0.45,0.22,0.02
16.924,0.44,0.21,0.01
16.924,0.44,0.2,-0.01
16.927,0.42,0.21,-0.03
16.931,0.4,0.23,-0.04
16.936,0.37,0.27,-0.06
16.939,0.33,0.29,-0.08
16.943,0.29,0.27,-0.12
